date,ambulance,heat stroke,kw_group,breathing problems,asthma attack,air quality,chest pain,hospital wait time,emergency room
2022-04-17,,,hospital wait time_emergency room,,,,,33.0,69.0
2022-04-24,85.0,5.0,ambulance_heat stroke,,,,,,
2022-04-24,,,hospital wait time_emergency room,,,,,35.0,55.0
2022-04-24,,,air quality_chest pain,,,10.0,27.0,,
2022-04-24,,,breathing problems_asthma attack,58.0,63.0,,,,
2022-05-01,,,hospital wait time_emergency room,,,,,34.0,59.0
2022-05-01,67.0,5.0,ambulance_heat stroke,,,,,,
2022-05-01,,,air quality_chest pain,,,8.0,28.0,,
2022-05-01,,,breathing problems_asthma attack,48.0,41.0,,,,
2022-05-08,,,air quality_chest pain,,,9.0,25.0,,
2022-05-08,55.0,28.0,ambulance_heat stroke,,,,,,
2022-05-08,,,hospital wait time_emergency room,,,,,31.0,55.0
2022-05-08,,,breathing problems_asthma attack,47.0,69.0,,,,
2022-05-15,,,breathing problems_asthma attack,35.0,44.0,,,,
2022-05-15,47.0,21.0,ambulance_heat stroke,,,,,,
2022-05-15,,,air quality_chest pain,,,8.0,23.0,,
2022-05-15,,,hospital wait time_emergency room,,,,,33.0,53.0
2022-05-22,,,air quality_chest pain,,,7.0,24.0,,
2022-05-22,49.0,7.0,ambulance_heat stroke,,,,,,
2022-05-22,,,breathing problems_asthma attack,46.0,52.0,,,,
2022-05-22,,,hospital wait time_emergency room,,,,,39.0,59.0
2022-05-29,41.0,32.0,ambulance_heat stroke,,,,,,
2022-05-29,,,breathing problems_asthma attack,47.0,56.0,,,,
2022-05-29,,,air quality_chest pain,,,8.0,23.0,,
2022-05-29,,,hospital wait time_emergency room,,,,,38.0,59.0
2022-06-05,42.0,5.0,ambulance_heat stroke,,,,,,
2022-06-05,,,air quality_chest pain,,,8.0,24.0,,
2022-06-05,,,hospital wait time_emergency room,,,,,30.0,75.0
2022-06-05,,,breathing problems_asthma attack,54.0,64.0,,,,
2022-06-12,,,hospital wait time_emergency room,,,,,52.0,61.0
2022-06-12,40.0,30.0,ambulance_heat stroke,,,,,,
2022-06-12,,,breathing problems_asthma attack,0.0,77.0,,,,
2022-06-12,,,air quality_chest pain,,,8.0,25.0,,
2022-06-19,,,air quality_chest pain,,,11.0,24.0,,
2022-06-19,,,breathing problems_asthma attack,38.0,0.0,,,,
2022-06-19,,,hospital wait time_emergency room,,,,,40.0,58.0
2022-06-19,45.0,47.0,ambulance_heat stroke,,,,,,
2022-06-26,42.0,32.0,ambulance_heat stroke,,,,,,
2022-06-26,,,air quality_chest pain,,,8.0,23.0,,
2022-06-26,,,hospital wait time_emergency room,,,,,51.0,78.0
2022-06-26,,,breathing problems_asthma attack,0.0,66.0,,,,
2022-07-03,,,hospital wait time_emergency room,,,,,53.0,70.0
2022-07-03,,,air quality_chest pain,,,5.0,25.0,,
2022-07-03,,,breathing problems_asthma attack,35.0,59.0,,,,
2022-07-03,46.0,20.0,ambulance_heat stroke,,,,,,
2022-07-10,,,breathing problems_asthma attack,0.0,65.0,,,,
2022-07-10,45.0,24.0,ambulance_heat stroke,,,,,,
2022-07-10,,,air quality_chest pain,,,8.0,26.0,,
2022-07-10,,,hospital wait time_emergency room,,,,,39.0,100.0
2022-07-17,,,air quality_chest pain,,,10.0,27.0,,
2022-07-17,,,hospital wait time_emergency room,,,,,50.0,92.0
2022-07-17,,,breathing problems_asthma attack,36.0,46.0,,,,
2022-07-17,48.0,61.0,ambulance_heat stroke,,,,,,
2022-07-24,,,breathing problems_asthma attack,60.0,62.0,,,,
2022-07-24,,,air quality_chest pain,,,7.0,28.0,,
2022-07-24,40.0,24.0,ambulance_heat stroke,,,,,,
2022-07-24,,,hospital wait time_emergency room,,,,,44.0,80.0
2022-07-31,,,breathing problems_asthma attack,35.0,61.0,,,,
2022-07-31,44.0,26.0,ambulance_heat stroke,,,,,,
2022-07-31,,,air quality_chest pain,,,9.0,27.0,,
2022-07-31,,,hospital wait time_emergency room,,,,,42.0,77.0
2022-08-07,45.0,34.0,ambulance_heat stroke,,,,,,
2022-08-07,,,air quality_chest pain,,,8.0,27.0,,
2022-08-07,,,breathing problems_asthma attack,53.0,46.0,,,,
2022-08-07,,,hospital wait time_emergency room,,,,,47.0,80.0
2022-08-14,,,hospital wait time_emergency room,,,,,48.0,74.0
2022-08-14,,,breathing problems_asthma attack,35.0,66.0,,,,
2022-08-14,44.0,14.0,ambulance_heat stroke,,,,,,
2022-08-14,,,air quality_chest pain,,,6.0,24.0,,
2022-08-21,44.0,13.0,ambulance_heat stroke,,,,,,
2022-08-21,,,breathing problems_asthma attack,72.0,55.0,,,,
2022-08-21,,,hospital wait time_emergency room,,,,,35.0,68.0
2022-08-21,,,air quality_chest pain,,,7.0,28.0,,
2022-08-28,40.0,12.0,ambulance_heat stroke,,,,,,
2022-08-28,,,breathing problems_asthma attack,38.0,47.0,,,,
2022-08-28,,,air quality_chest pain,,,6.0,29.0,,
2022-08-28,,,hospital wait time_emergency room,,,,,40.0,61.0
2022-09-04,,,hospital wait time_emergency room,,,,,36.0,54.0
2022-09-04,,,air quality_chest pain,,,6.0,26.0,,
2022-09-04,39.0,9.0,ambulance_heat stroke,,,,,,
2022-09-04,,,breathing problems_asthma attack,41.0,41.0,,,,
2022-09-11,41.0,5.0,ambulance_heat stroke,,,,,,
2022-09-11,,,breathing problems_asthma attack,34.0,38.0,,,,
2022-09-11,,,air quality_chest pain,,,14.0,24.0,,
2022-09-11,,,hospital wait time_emergency room,,,,,40.0,69.0
2022-09-18,,,breathing problems_asthma attack,0.0,39.0,,,,
2022-09-18,,,air quality_chest pain,,,6.0,25.0,,
2022-09-18,,,hospital wait time_emergency room,,,,,42.0,61.0
2022-09-18,39.0,3.0,ambulance_heat stroke,,,,,,
2022-09-25,,,air quality_chest pain,,,6.0,25.0,,
2022-09-25,,,breathing problems_asthma attack,68.0,58.0,,,,
2022-09-25,35.0,2.0,ambulance_heat stroke,,,,,,
2022-09-25,,,hospital wait time_emergency room,,,,,49.0,75.0
2022-10-02,,,hospital wait time_emergency room,,,,,48.0,74.0
2022-10-02,37.0,2.0,ambulance_heat stroke,,,,,,
2022-10-02,,,air quality_chest pain,,,6.0,26.0,,
2022-10-02,,,breathing problems_asthma attack,36.0,58.0,,,,
2022-10-09,35.0,2.0,ambulance_heat stroke,,,,,,
2022-10-09,,,hospital wait time_emergency room,,,,,65.0,69.0
2022-10-09,,,air quality_chest pain,,,7.0,28.0,,
2022-10-09,,,breathing problems_asthma attack,56.0,69.0,,,,
2022-10-16,36.0,0.0,ambulance_heat stroke,,,,,,
2022-10-16,,,breathing problems_asthma attack,62.0,60.0,,,,
2022-10-16,,,air quality_chest pain,,,12.0,31.0,,
2022-10-16,,,hospital wait time_emergency room,,,,,50.0,73.0
2022-10-23,,,air quality_chest pain,,,21.0,27.0,,
2022-10-23,39.0,3.0,ambulance_heat stroke,,,,,,
2022-10-23,,,hospital wait time_emergency room,,,,,69.0,82.0
2022-10-23,,,breathing problems_asthma attack,78.0,71.0,,,,
2022-10-30,39.0,0.0,ambulance_heat stroke,,,,,,
2022-10-30,,,breathing problems_asthma attack,36.0,60.0,,,,
2022-10-30,,,hospital wait time_emergency room,,,,,72.0,87.0
2022-10-30,,,air quality_chest pain,,,11.0,31.0,,
2022-11-06,,,breathing problems_asthma attack,37.0,63.0,,,,
2022-11-06,36.0,2.0,ambulance_heat stroke,,,,,,
2022-11-06,,,hospital wait time_emergency room,,,,,58.0,82.0
2022-11-06,,,air quality_chest pain,,,8.0,30.0,,
2022-11-13,,,breathing problems_asthma attack,45.0,56.0,,,,
2022-11-13,,,hospital wait time_emergency room,,,,,57.0,63.0
2022-11-13,34.0,3.0,ambulance_heat stroke,,,,,,
2022-11-13,,,air quality_chest pain,,,7.0,29.0,,
2022-11-20,33.0,2.0,ambulance_heat stroke,,,,,,
2022-11-20,,,hospital wait time_emergency room,,,,,56.0,68.0
2022-11-20,,,breathing problems_asthma attack,29.0,72.0,,,,
2022-11-20,,,air quality_chest pain,,,8.0,30.0,,
2022-11-27,33.0,0.0,ambulance_heat stroke,,,,,,
2022-11-27,,,breathing problems_asthma attack,42.0,67.0,,,,
2022-11-27,,,hospital wait time_emergency room,,,,,46.0,52.0
2022-11-27,,,air quality_chest pain,,,8.0,26.0,,
2022-12-04,34.0,2.0,ambulance_heat stroke,,,,,,
2022-12-04,,,breathing problems_asthma attack,33.0,34.0,,,,
2022-12-04,,,hospital wait time_emergency room,,,,,57.0,68.0
2022-12-04,,,air quality_chest pain,,,10.0,26.0,,
2022-12-11,32.0,0.0,ambulance_heat stroke,,,,,,
2022-12-11,,,breathing problems_asthma attack,32.0,48.0,,,,
2022-12-11,,,air quality_chest pain,,,8.0,28.0,,
2022-12-11,,,hospital wait time_emergency room,,,,,52.0,49.0
2022-12-18,,,air quality_chest pain,,,8.0,25.0,,
2022-12-18,,,hospital wait time_emergency room,,,,,51.0,59.0
2022-12-18,,,breathing problems_asthma attack,43.0,56.0,,,,
2022-12-18,31.0,2.0,ambulance_heat stroke,,,,,,
2022-12-25,,,breathing problems_asthma attack,50.0,0.0,,,,
2022-12-25,,,hospital wait time_emergency room,,,,,66.0,74.0
2022-12-25,29.0,0.0,ambulance_heat stroke,,,,,,
2022-12-25,,,air quality_chest pain,,,7.0,30.0,,
2023-01-01,,,breathing problems_asthma attack,0.0,57.0,,,,
2023-01-01,,,hospital wait time_emergency room,,,,,41.0,38.0
2023-01-01,40.0,2.0,ambulance_heat stroke,,,,,,
2023-01-01,,,air quality_chest pain,,,0.0,2.0,,
2023-01-08,,,air quality_chest pain,,,1.0,2.0,,
2023-01-08,,,hospital wait time_emergency room,,,,,35.0,100.0
2023-01-08,36.0,0.0,ambulance_heat stroke,,,,,,
2023-01-08,,,breathing problems_asthma attack,75.0,44.0,,,,
2023-01-15,,,hospital wait time_emergency room,,,,,33.0,36.0
2023-01-15,,,air quality_chest pain,,,1.0,2.0,,
2023-01-15,,,breathing problems_asthma attack,68.0,44.0,,,,
2023-01-15,42.0,2.0,ambulance_heat stroke,,,,,,
2023-01-22,,,breathing problems_asthma attack,54.0,60.0,,,,
2023-01-22,,,air quality_chest pain,,,1.0,2.0,,
2023-01-22,57.0,0.0,ambulance_heat stroke,,,,,,
2023-01-22,,,hospital wait time_emergency room,,,,,31.0,25.0
2023-01-29,,,air quality_chest pain,,,1.0,2.0,,
2023-01-29,48.0,0.0,ambulance_heat stroke,,,,,,
2023-01-29,,,hospital wait time_emergency room,,,,,27.0,32.0
2023-01-29,,,breathing problems_asthma attack,56.0,63.0,,,,
2023-02-05,,,air quality_chest pain,,,1.0,2.0,,
2023-02-05,,,hospital wait time_emergency room,,,,,31.0,37.0
2023-02-05,,,breathing problems_asthma attack,43.0,85.0,,,,
2023-02-05,44.0,0.0,ambulance_heat stroke,,,,,,
2023-02-12,,,air quality_chest pain,,,1.0,2.0,,
2023-02-12,,,hospital wait time_emergency room,,,,,27.0,35.0
2023-02-12,,,breathing problems_asthma attack,49.0,90.0,,,,
2023-02-12,38.0,2.0,ambulance_heat stroke,,,,,,
2023-02-19,,,air quality_chest pain,,,1.0,2.0,,
2023-02-19,,,hospital wait time_emergency room,,,,,21.0,37.0
2023-02-19,,,breathing problems_asthma attack,55.0,65.0,,,,
2023-02-19,43.0,2.0,ambulance_heat stroke,,,,,,
2023-02-26,40.0,2.0,ambulance_heat stroke,,,,,,
2023-02-26,,,air quality_chest pain,,,1.0,2.0,,
2023-02-26,,,hospital wait time_emergency room,,,,,28.0,32.0
2023-02-26,,,breathing problems_asthma attack,54.0,0.0,,,,
2023-03-05,,,breathing problems_asthma attack,49.0,45.0,,,,
2023-03-05,,,air quality_chest pain,,,1.0,2.0,,
2023-03-05,,,hospital wait time_emergency room,,,,,24.0,33.0
2023-03-05,39.0,2.0,ambulance_heat stroke,,,,,,
2023-03-12,,,breathing problems_asthma attack,51.0,44.0,,,,
2023-03-12,,,air quality_chest pain,,,1.0,2.0,,
2023-03-12,,,hospital wait time_emergency room,,,,,25.0,32.0
2023-03-12,38.0,0.0,ambulance_heat stroke,,,,,,
2023-03-19,,,air quality_chest pain,,,1.0,2.0,,
2023-03-19,,,hospital wait time_emergency room,,,,,20.0,37.0
2023-03-19,,,breathing problems_asthma attack,73.0,77.0,,,,
2023-03-19,36.0,0.0,ambulance_heat stroke,,,,,,
2023-03-26,,,breathing problems_asthma attack,0.0,56.0,,,,
2023-03-26,35.0,3.0,ambulance_heat stroke,,,,,,
2023-03-26,,,hospital wait time_emergency room,,,,,23.0,36.0
2023-03-26,,,air quality_chest pain,,,0.0,2.0,,
2023-04-02,,,air quality_chest pain,,,1.0,2.0,,
2023-04-02,,,breathing problems_asthma attack,74.0,62.0,,,,
2023-04-02,,,hospital wait time_emergency room,,,,,25.0,32.0
2023-04-02,33.0,2.0,ambulance_heat stroke,,,,,,
2023-04-09,,,breathing problems_asthma attack,34.0,41.0,,,,
2023-04-09,,,air quality_chest pain,,,1.0,2.0,,
2023-04-09,,,hospital wait time_emergency room,,,,,28.0,35.0
2023-04-09,33.0,17.0,ambulance_heat stroke,,,,,,
2023-04-16,,,air quality_chest pain,,,1.0,2.0,,
2023-04-16,,,hospital wait time_emergency room,,,,,24.0,37.0
2023-04-16,32.0,8.0,ambulance_heat stroke,,,,,,
2023-04-16,,,breathing problems_asthma attack,71.0,39.0,,,,
2023-04-23,34.0,4.0,ambulance_heat stroke,,,,,,
2023-04-23,,,breathing problems_asthma attack,75.0,54.0,,,,
2023-04-23,,,air quality_chest pain,,,1.0,2.0,,
2023-04-23,,,hospital wait time_emergency room,,,,,22.0,23.0
2023-04-30,32.0,3.0,ambulance_heat stroke,,,,,,
2023-04-30,,,air quality_chest pain,,,1.0,2.0,,
2023-04-30,,,hospital wait time_emergency room,,,,,22.0,43.0
2023-04-30,,,breathing problems_asthma attack,56.0,50.0,,,,
2023-05-07,,,breathing problems_asthma attack,53.0,47.0,,,,
2023-05-07,,,air quality_chest pain,,,1.0,2.0,,
2023-05-07,35.0,10.0,ambulance_heat stroke,,,,,,
2023-05-07,,,hospital wait time_emergency room,,,,,30.0,33.0
2023-05-14,,,hospital wait time_emergency room,,,,,29.0,42.0
2023-05-14,,,air quality_chest pain,,,2.0,2.0,,
2023-05-14,34.0,7.0,ambulance_heat stroke,,,,,,
2023-05-14,,,breathing problems_asthma attack,59.0,72.0,,,,
2023-05-21,,,breathing problems_asthma attack,43.0,0.0,,,,
2023-05-21,35.0,9.0,ambulance_heat stroke,,,,,,
2023-05-21,,,air quality_chest pain,,,1.0,2.0,,
2023-05-21,,,hospital wait time_emergency room,,,,,30.0,43.0
2023-05-28,,,breathing problems_asthma attack,79.0,67.0,,,,
2023-05-28,,,hospital wait time_emergency room,,,,,28.0,44.0
2023-05-28,,,air quality_chest pain,,,2.0,2.0,,
2023-05-28,36.0,53.0,ambulance_heat stroke,,,,,,
2023-06-04,,,breathing problems_asthma attack,53.0,49.0,,,,
2023-06-04,,,hospital wait time_emergency room,,,,,36.0,36.0
2023-06-04,,,air quality_chest pain,,,100.0,2.0,,
2023-06-04,38.0,10.0,ambulance_heat stroke,,,,,,
2023-06-11,36.0,7.0,ambulance_heat stroke,,,,,,
2023-06-11,,,breathing problems_asthma attack,48.0,56.0,,,,
2023-06-11,,,air quality_chest pain,,,12.0,2.0,,
2023-06-11,,,hospital wait time_emergency room,,,,,28.0,42.0
2023-06-18,,,air quality_chest pain,,,8.0,2.0,,
2023-06-18,,,hospital wait time_emergency room,,,,,35.0,40.0
2023-06-18,,,breathing problems_asthma attack,38.0,35.0,,,,
2023-06-18,36.0,19.0,ambulance_heat stroke,,,,,,
2023-06-25,,,air quality_chest pain,,,91.0,2.0,,
2023-06-25,34.0,18.0,ambulance_heat stroke,,,,,,
2023-06-25,,,hospital wait time_emergency room,,,,,32.0,39.0
2023-06-25,,,breathing problems_asthma attack,67.0,63.0,,,,
2023-07-02,,,air quality_chest pain,,,15.0,2.0,,
2023-07-02,,,breathing problems_asthma attack,49.0,51.0,,,,
2023-07-02,33.0,56.0,ambulance_heat stroke,,,,,,
2023-07-02,,,hospital wait time_emergency room,,,,,33.0,39.0
2023-07-09,,,breathing problems_asthma attack,58.0,60.0,,,,
2023-07-09,,,air quality_chest pain,,,4.0,2.0,,
2023-07-09,33.0,14.0,ambulance_heat stroke,,,,,,
2023-07-09,,,hospital wait time_emergency room,,,,,34.0,40.0
2023-07-16,34.0,12.0,ambulance_heat stroke,,,,,,
2023-07-16,,,hospital wait time_emergency room,,,,,35.0,44.0
2023-07-16,,,air quality_chest pain,,,7.0,2.0,,
2023-07-16,,,breathing problems_asthma attack,89.0,72.0,,,,
2023-07-23,,,air quality_chest pain,,,4.0,2.0,,
2023-07-23,,,breathing problems_asthma attack,65.0,0.0,,,,
2023-07-23,32.0,23.0,ambulance_heat stroke,,,,,,
2023-07-23,,,hospital wait time_emergency room,,,,,28.0,42.0
2023-07-30,,,hospital wait time_emergency room,,,,,29.0,39.0
2023-07-30,35.0,11.0,ambulance_heat stroke,,,,,,
2023-07-30,,,air quality_chest pain,,,3.0,2.0,,
2023-07-30,,,breathing problems_asthma attack,0.0,0.0,,,,
2023-08-06,34.0,10.0,ambulance_heat stroke,,,,,,
2023-08-06,,,breathing problems_asthma attack,54.0,43.0,,,,
2023-08-06,,,air quality_chest pain,,,2.0,2.0,,
2023-08-06,,,hospital wait time_emergency room,,,,,34.0,41.0
2023-08-13,32.0,9.0,ambulance_heat stroke,,,,,,
2023-08-13,,,breathing problems_asthma attack,0.0,70.0,,,,
2023-08-13,,,air quality_chest pain,,,3.0,2.0,,
2023-08-13,,,hospital wait time_emergency room,,,,,31.0,42.0
2023-08-20,32.0,10.0,ambulance_heat stroke,,,,,,
2023-08-20,,,air quality_chest pain,,,3.0,2.0,,
2023-08-20,,,breathing problems_asthma attack,0.0,0.0,,,,
2023-08-20,,,hospital wait time_emergency room,,,,,31.0,32.0
2023-08-27,33.0,4.0,ambulance_heat stroke,,,,,,
2023-08-27,,,air quality_chest pain,,,1.0,2.0,,
2023-08-27,,,breathing problems_asthma attack,51.0,0.0,,,,
2023-08-27,,,hospital wait time_emergency room,,,,,24.0,36.0
2023-09-03,,,breathing problems_asthma attack,48.0,0.0,,,,
2023-09-03,,,air quality_chest pain,,,2.0,2.0,,
2023-09-03,,,hospital wait time_emergency room,,,,,33.0,47.0
2023-09-03,32.0,33.0,ambulance_heat stroke,,,,,,
2023-09-10,,,air quality_chest pain,,,1.0,2.0,,
2023-09-10,,,breathing problems_asthma attack,0.0,79.0,,,,
2023-09-10,35.0,3.0,ambulance_heat stroke,,,,,,
2023-09-10,,,hospital wait time_emergency room,,,,,30.0,41.0
2023-09-17,,,breathing problems_asthma attack,54.0,61.0,,,,
2023-09-17,,,hospital wait time_emergency room,,,,,33.0,37.0
2023-09-17,,,air quality_chest pain,,,1.0,2.0,,
2023-09-17,32.0,2.0,ambulance_heat stroke,,,,,,
2023-09-24,,,hospital wait time_emergency room,,,,,27.0,43.0
2023-09-24,,,air quality_chest pain,,,1.0,2.0,,
2023-09-24,,,breathing problems_asthma attack,0.0,71.0,,,,
2023-09-24,31.0,2.0,ambulance_heat stroke,,,,,,
2023-10-01,,,breathing problems_asthma attack,55.0,65.0,,,,
2023-10-01,,,air quality_chest pain,,,1.0,2.0,,
2023-10-01,35.0,5.0,ambulance_heat stroke,,,,,,
2023-10-01,,,hospital wait time_emergency room,,,,,31.0,55.0
2023-10-08,,,breathing problems_asthma attack,59.0,62.0,,,,
2023-10-08,,,air quality_chest pain,,,1.0,2.0,,
2023-10-08,,,hospital wait time_emergency room,,,,,34.0,40.0
2023-10-08,32.0,2.0,ambulance_heat stroke,,,,,,
2023-10-15,,,breathing problems_asthma attack,91.0,57.0,,,,
2023-10-15,,,air quality_chest pain,,,1.0,2.0,,
2023-10-15,32.0,0.0,ambulance_heat stroke,,,,,,
2023-10-15,,,hospital wait time_emergency room,,,,,35.0,35.0
2023-10-22,,,air quality_chest pain,,,1.0,2.0,,
2023-10-22,,,breathing problems_asthma attack,54.0,86.0,,,,
2023-10-22,31.0,0.0,ambulance_heat stroke,,,,,,
2023-10-22,,,hospital wait time_emergency room,,,,,27.0,45.0
2023-10-29,,,breathing problems_asthma attack,55.0,54.0,,,,
2023-10-29,,,air quality_chest pain,,,1.0,2.0,,
2023-10-29,,,hospital wait time_emergency room,,,,,36.0,33.0
2023-10-29,36.0,2.0,ambulance_heat stroke,,,,,,
2023-11-05,,,hospital wait time_emergency room,,,,,36.0,35.0
2023-11-05,36.0,0.0,ambulance_heat stroke,,,,,,
2023-11-05,,,air quality_chest pain,,,1.0,2.0,,
2023-11-05,,,breathing problems_asthma attack,0.0,42.0,,,,
2023-11-12,,,hospital wait time_emergency room,,,,,37.0,38.0
2023-11-12,,,air quality_chest pain,,,1.0,2.0,,
2023-11-12,35.0,2.0,ambulance_heat stroke,,,,,,
2023-11-12,,,breathing problems_asthma attack,37.0,53.0,,,,
2023-11-19,,,breathing problems_asthma attack,44.0,42.0,,,,
2023-11-19,30.0,3.0,ambulance_heat stroke,,,,,,
2023-11-19,,,air quality_chest pain,,,1.0,2.0,,
2023-11-19,,,hospital wait time_emergency room,,,,,33.0,26.0
2023-11-26,,,breathing problems_asthma attack,0.0,54.0,,,,
2023-11-26,,,hospital wait time_emergency room,,,,,28.0,34.0
2023-11-26,,,air quality_chest pain,,,1.0,2.0,,
2023-11-26,34.0,2.0,ambulance_heat stroke,,,,,,
2023-12-03,,,hospital wait time_emergency room,,,,,35.0,35.0
2023-12-03,,,air quality_chest pain,,,1.0,2.0,,
2023-12-03,29.0,3.0,ambulance_heat stroke,,,,,,
2023-12-03,,,breathing problems_asthma attack,49.0,57.0,,,,
2023-12-10,33.0,2.0,ambulance_heat stroke,,,,,,
2023-12-10,,,air quality_chest pain,,,1.0,2.0,,
2023-12-10,,,breathing problems_asthma attack,51.0,59.0,,,,
2023-12-10,,,hospital wait time_emergency room,,,,,36.0,42.0
2023-12-17,33.0,3.0,ambulance_heat stroke,,,,,,
2023-12-17,,,hospital wait time_emergency room,,,,,33.0,37.0
2023-12-17,,,air quality_chest pain,,,1.0,2.0,,
2023-12-17,,,breathing problems_asthma attack,64.0,69.0,,,,
2023-12-24,,,hospital wait time_emergency room,,,,,58.0,48.0
2023-12-24,,,breathing problems_asthma attack,100.0,44.0,,,,
2023-12-24,32.0,3.0,ambulance_heat stroke,,,,,,
2023-12-24,,,air quality_chest pain,,,1.0,2.0,,
2023-12-31,,,air quality_chest pain,,,1.0,2.0,,
2023-12-31,,,breathing problems_asthma attack,66.0,49.0,,,,
2023-12-31,34.0,2.0,ambulance_heat stroke,,,,,,
2023-12-31,,,hospital wait time_emergency room,,,,,53.0,49.0
2024-01-07,,,air quality_chest pain,,,1.0,2.0,,
2024-01-07,,,hospital wait time_emergency room,,,,,45.0,38.0
2024-01-07,,,breathing problems_asthma attack,62.0,0.0,,,,
2024-01-07,34.0,2.0,ambulance_heat stroke,,,,,,
2024-01-14,,,breathing problems_asthma attack,53.0,63.0,,,,
2024-01-14,,,hospital wait time_emergency room,,,,,34.0,36.0
2024-01-14,34.0,0.0,ambulance_heat stroke,,,,,,
2024-01-14,,,air quality_chest pain,,,1.0,2.0,,
2024-01-21,,,air quality_chest pain,,,1.0,2.0,,
2024-01-21,,,hospital wait time_emergency room,,,,,38.0,31.0
2024-01-21,34.0,0.0,ambulance_heat stroke,,,,,,
2024-01-21,,,breathing problems_asthma attack,46.0,72.0,,,,
2024-01-28,,,air quality_chest pain,,,1.0,2.0,,
2024-01-28,,,breathing problems_asthma attack,71.0,0.0,,,,
2024-01-28,38.0,3.0,ambulance_heat stroke,,,,,,
2024-01-28,,,hospital wait time_emergency room,,,,,30.0,31.0
2024-02-04,,,hospital wait time_emergency room,,,,,38.0,40.0
2024-02-04,39.0,2.0,ambulance_heat stroke,,,,,,
2024-02-04,,,air quality_chest pain,,,1.0,2.0,,
2024-02-04,,,breathing problems_asthma attack,51.0,51.0,,,,
2024-02-11,,,hospital wait time_emergency room,,,,,32.0,38.0
2024-02-11,39.0,2.0,ambulance_heat stroke,,,,,,
2024-02-11,,,air quality_chest pain,,,1.0,2.0,,
2024-02-11,,,breathing problems_asthma attack,0.0,63.0,,,,
2024-02-18,,,hospital wait time_emergency room,,,,,40.0,37.0
2024-02-18,,,air quality_chest pain,,,1.0,2.0,,
2024-02-18,34.0,0.0,ambulance_heat stroke,,,,,,
2024-02-18,,,breathing problems_asthma attack,55.0,55.0,,,,
2024-02-25,32.0,3.0,ambulance_heat stroke,,,,,,
2024-02-25,,,breathing problems_asthma attack,52.0,0.0,,,,
2024-02-25,,,hospital wait time_emergency room,,,,,34.0,35.0
2024-02-25,,,air quality_chest pain,,,1.0,2.0,,
2024-03-03,33.0,2.0,ambulance_heat stroke,,,,,,
2024-03-03,,,air quality_chest pain,,,1.0,2.0,,
2024-03-03,,,hospital wait time_emergency room,,,,,31.0,25.0
2024-03-03,,,breathing problems_asthma attack,49.0,0.0,,,,
2024-03-10,,,air quality_chest pain,,,1.0,2.0,,
2024-03-10,,,hospital wait time_emergency room,,,,,36.0,38.0
2024-03-10,35.0,3.0,ambulance_heat stroke,,,,,,
2024-03-10,,,breathing problems_asthma attack,58.0,44.0,,,,
2024-03-17,,,air quality_chest pain,,,1.0,2.0,,
2024-03-17,34.0,4.0,ambulance_heat stroke,,,,,,
2024-03-17,,,hospital wait time_emergency room,,,,,20.0,35.0
2024-03-17,,,breathing problems_asthma attack,42.0,44.0,,,,
2024-03-24,,,hospital wait time_emergency room,,,,,30.0,32.0
2024-03-24,,,breathing problems_asthma attack,0.0,56.0,,,,
2024-03-24,32.0,2.0,ambulance_heat stroke,,,,,,
2024-03-24,,,air quality_chest pain,,,1.0,2.0,,
2024-03-31,,,air quality_chest pain,,,1.0,2.0,,
2024-03-31,,,breathing problems_asthma attack,47.0,58.0,,,,
2024-03-31,33.0,2.0,ambulance_heat stroke,,,,,,
2024-03-31,,,hospital wait time_emergency room,,,,,27.0,37.0
2024-04-07,,,air quality_chest pain,,,1.0,2.0,,
2024-04-07,,,hospital wait time_emergency room,,,,,27.0,37.0
2024-04-07,,,breathing problems_asthma attack,46.0,54.0,,,,
2024-04-07,33.0,4.0,ambulance_heat stroke,,,,,,
2024-04-14,38.0,2.0,ambulance_heat stroke,,,,,,
2024-04-14,,,hospital wait time_emergency room,,,,,27.0,33.0
2024-04-14,,,air quality_chest pain,,,1.0,2.0,,
2024-04-14,,,breathing problems_asthma attack,40.0,58.0,,,,
2024-04-21,,,hospital wait time_emergency room,,,,,26.0,33.0
2024-04-21,,,air quality_chest pain,,,1.0,2.0,,
2024-04-21,,,breathing problems_asthma attack,62.0,59.0,,,,
2024-04-21,32.0,3.0,ambulance_heat stroke,,,,,,
2024-04-28,,,breathing problems_asthma attack,39.0,0.0,,,,
2024-04-28,32.0,6.0,ambulance_heat stroke,,,,,,
2024-04-28,,,air quality_chest pain,,,1.0,2.0,,
2024-04-28,,,hospital wait time_emergency room,,,,,22.0,33.0
2024-05-05,,,breathing problems_asthma attack,56.0,45.0,,,,
2024-05-05,,,air quality_chest pain,,,1.0,2.0,,
2024-05-05,34.0,5.0,ambulance_heat stroke,,,,,,
2024-05-05,,,hospital wait time_emergency room,,,,,26.0,31.0
2024-05-12,,,breathing problems_asthma attack,0.0,43.0,,,,
2024-05-12,,,hospital wait time_emergency room,,,,,33.0,41.0
2024-05-12,,,air quality_chest pain,,,2.0,2.0,,
2024-05-12,35.0,7.0,ambulance_heat stroke,,,,,,
2024-05-19,,,breathing problems_asthma attack,0.0,42.0,,,,
2024-05-19,33.0,31.0,ambulance_heat stroke,,,,,,
